gene_id	ko	assignment	score_type	threshold	bit_score	e_value	domain_bit_score	domain_e_value	definition
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_1	K02259	rescued	full	65.43	62.9	3.7e-18	62.7	4.2e-18	heme a synthase [EC:1.17.99.9]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_10	K00286	threshold	full	172.87	340.1	4.6e-102	339.9	5e-102	pyrroline-5-carboxylate reductase [EC:1.5.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_13	K22684	threshold	full	79.3	96.7	2.8e-28	95.2	8e-28	metacaspase [EC:3.4.22.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_16	K24131	threshold	full	42.97	106.4	3.2e-31	106.0	4.2e-31	protease PrsW [EC:3.4.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_23	K06402	threshold	domain	98.4	126.7	2.1e-37	126.3	2.8e-37	stage IV sporulation protein FB [EC:3.4.24.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_25	K02003	threshold	domain	279.73	332.0	6.1e-100	331.7	7.5e-100	putative ABC transport system ATP-binding protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_26	K02005	threshold	full	218.73	285.7	1.3e-85	285.6	1.4e-85	HlyD family secretion protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_3	K19686	rescued	full	49.73	44.0	4.2e-12	43.8	4.9e-12	ribonuclease VapC28/30/34/36/42 [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_4	K00925	threshold	domain	121.83	446.9	2e-134	446.7	2.2e-134	acetate kinase [EC:2.7.2.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_6	K01621	threshold	full	170.43	1462.5	0.0	1462.3	0.0	xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_704940_2	K01069	threshold	domain	156.13	184.3	6.9e-55	184.2	7.5e-55	hydroxyacylglutathione hydrolase [EC:3.1.2.6]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_704940_4	K10947	rescued	domain	63.03	56.6	5.6e-16	56.5	6.1e-16	PadR family transcriptional regulator
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_707986_1	K00602	threshold	full	115.03	799.3	7.8e-241	799.2	8.7e-241	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_707986_3	K02004	threshold	full	50.23	55.6	4.9e-16	54.1	1.5e-15	putative ABC transport system permease protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_707986_3	K09808	threshold	domain	203.9	407.5	1.9e-122	407.4	2.1e-122	lipoprotein-releasing system permease protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_721744_2	K00615	threshold	domain	215.0	531.2	8e-160	530.9	9.7e-160	transketolase [EC:2.2.1.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_721744_4	K03719	threshold	full	130.9	168.3	4.7e-50	168.1	5.5e-50	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_721744_5	K03592	rescued	full	295.77	278.2	2.6e-83	278.1	2.9e-83	PmbA protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_73231_1	K00823	threshold	domain	602.43	655.9	9.7e-198	655.8	1.1e-197	4-aminobutyrate aminotransferase [EC:2.6.1.19]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_73231_10	K13628	threshold	domain	140.03	153.6	7.5e-46	153.5	7.9e-46	iron-sulfur cluster assembly protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_73231_12	K04487	threshold	full	274.37	659.1	1e-198	659.0	1.1e-198	cysteine desulfurase [EC:2.8.1.7]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_73231_13	K13771	rescued	domain	129.53	117.1	1.2e-34	116.9	1.3e-34	Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_73231_14	K08744	threshold	full	154.77	174.2	8.2e-52	174.1	9e-52	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_73231_2	K07460	threshold	full	32.5	107.3	1.3e-31	107.0	1.6e-31	putative endonuclease
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_73231_3	K28276	threshold	domain	65.0	67.3	2.4e-19	67.3	2.5e-19	antitoxin VapB35/45/46/47
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_73231_7	K04755	rescued	domain	120.77	117.1	1.5e-34	117.1	1.6e-34	ferredoxin, 2Fe-2S
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_73231_9	K04082	threshold	full	60.7	165.0	3.6e-49	164.7	4.7e-49	molecular chaperone HscB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_76459_3	K01491	threshold	domain	423.03	425.4	7.8e-128	425.2	8.7e-128	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_76459_7	K00859	threshold	full	54.5	135.4	5.3e-40	135.2	6.1e-40	dephospho-CoA kinase [EC:2.7.1.24]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_792531_2	K09803	threshold	domain	22.87	72.3	6.3e-21	72.1	6.8e-21	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_792531_5	K07334	threshold	domain	72.97	93.6	2.5e-27	93.4	2.7e-27	toxin HigB-1
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_792531_6	K21498	threshold	domain	77.53	93.1	3.9e-27	93.1	3.9e-27	antitoxin HigA-1
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_792531_8	K07063	threshold	full	42.73	55.2	1.4e-15	55.2	1.4e-15	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_792531_9	K02065	rescued	domain	296.73	261.8	2.3e-78	261.5	2.6e-78	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_797052_1	K01338	rescued	domain	876.3	861.3	1.5e-259	861.2	1.7e-259	ATP-dependent Lon protease [EC:3.4.21.53]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_797052_2	K02016	threshold	full	155.9	176.8	1.6e-52	176.5	1.8e-52	iron complex transport system substrate-binding protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_797052_3	K02013	threshold	domain	226.07	297.7	2.3e-89	297.5	2.5e-89	iron complex transport system ATP-binding protein [EC:7.2.2.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_797052_4	K02015	threshold	domain	350.13	360.7	2.6e-108	360.5	3.1e-108	iron complex transport system permease protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_797052_6	K06950	threshold	domain	45.63	47.7	2.3e-13	47.5	2.6e-13	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_797052_6	K07141	threshold	full	101.67	162.8	2e-48	162.3	3e-48	molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_797052_8	K03832	threshold	domain	33.93	99.3	6.2e-29	55.0	2e-15	periplasmic protein TonB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_797667_2	K12132	threshold	domain	234.47	308.2	1.3e-92	307.8	1.7e-92	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_797667_3	K03088	rescued	domain	98.57	74.1	1.9e-21	74.0	2e-21	RNA polymerase sigma-70 factor, ECF subfamily
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_801969_2	K01921	threshold	domain	110.37	423.8	2e-127	423.6	2.3e-127	D-alanine-D-alanine ligase [EC:6.3.2.4]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_801969_4	K03723	threshold	full	561.03	1080.5	0.0	1080.2	0.0	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_810416_1	K00262	rescued	domain	440.87	335.0	1.6e-100	334.9	1.8e-100	glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_810416_5	K01147	rescued	domain	381.1	300.0	7.8e-90	299.8	9.1e-90	exoribonuclease II [EC:3.1.13.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_811082_5	K03088	threshold	domain	98.57	145.1	5.4e-43	145.0	5.7e-43	RNA polymerase sigma-70 factor, ECF subfamily
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_812279_10	K02549	threshold	domain	212.13	281.9	2.1e-84	281.6	2.4e-84	o-succinylbenzoate synthase [EC:4.2.1.113]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_812279_7	K02654	threshold	full	130.97	245.2	1.8e-73	244.9	2.2e-73	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_812279_8	K04765	rescued	domain	375.2	351.4	1e-105	350.7	1.6e-105	nucleoside triphosphate diphosphatase [EC:3.6.1.9]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_82256_12	K00791	threshold	domain	179.53	323.6	3.6e-97	323.2	4.9e-97	tRNA dimethylallyltransferase [EC:2.5.1.75]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_82256_13	K06867	rescued	domain	118.47	109.9	2.7e-32	109.8	3e-32	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_82256_14	K00382	threshold	full	465.03	582.7	1.4e-175	582.5	1.7e-175	dihydrolipoyl dehydrogenase [EC:1.8.1.4]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_82256_3	K06013	threshold	full	121.87	174.7	6.8e-52	174.3	8.8e-52	STE24 endopeptidase [EC:3.4.24.84]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_82256_6	K01868	threshold	full	141.7	852.2	8.5e-257	851.9	1e-256	threonyl-tRNA synthetase [EC:6.1.1.3]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_82256_9	K02970	threshold	domain	23.87	67.2	3.1e-19	67.1	3.2e-19	small subunit ribosomal protein S21
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_826803_1	K03088	threshold	domain	98.57	167.3	9.9e-50	167.1	1.2e-49	RNA polymerase sigma-70 factor, ECF subfamily
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_826803_10	K00240	threshold	domain	169.07	238.1	2.4e-71	237.8	2.8e-71	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_826803_3	K03832	threshold	domain	33.93	67.3	3.5e-19	67.2	3.8e-19	periplasmic protein TonB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_826803_6	K03654	rescued	full	637.9	566.0	2.6e-170	565.7	3.4e-170	ATP-dependent DNA helicase RecQ [EC:5.6.2.4]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_826803_7	K01519	threshold	full	27.67	203.3	1.1e-60	203.0	1.3e-60	XTP/dITP diphosphohydrolase [EC:3.6.1.66]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_826803_8	K00241	threshold	domain	50.7	105.2	7.7e-31	105.0	8.6e-31	succinate dehydrogenase cytochrome b subunit
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_826803_9	K00239	threshold	domain	637.13	691.9	1.3e-208	691.7	1.5e-208	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_829360_10	K02274	threshold	domain	747.13	752.3	1.1e-226	752.2	1.2e-226	cytochrome c oxidase subunit I [EC:7.1.1.9]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_829360_11	K02276	threshold	domain	181.43	232.5	1.1e-69	232.4	1.2e-69	cytochrome c oxidase subunit III [EC:7.1.1.9]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_829360_12	K02277	threshold	domain	49.17	93.0	3.2e-27	92.9	3.6e-27	cytochrome c oxidase subunit IV [EC:7.1.1.9]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_829360_14	K02435	threshold	domain	22.5	101.8	6.8e-30	101.7	7.2e-30	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_829360_8	K07152	threshold	domain	61.9	97.0	2.5e-28	96.9	2.6e-28	protein SCO1
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_829360_9	K02275	threshold	full	212.9	272.4	2.1e-81	272.2	2.5e-81	cytochrome c oxidase subunit II [EC:7.1.1.9]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_839188_2	K07091	threshold	domain	196.1	462.0	2.9e-139	263.4	5.2e-79	lipopolysaccharide export system permease protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_839188_2	K11720	threshold	domain	214.53	463.4	1.2e-139	289.9	5.2e-87	lipopolysaccharide export system permease protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_839188_3	K17686	threshold	full	793.53	883.7	2.6e-266	882.8	4.6e-266	P-type Cu+ transporter [EC:7.2.2.8]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_839188_5	K06889	rescued	domain	119.73	107.8	9.9e-32	107.7	1.1e-31	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_845095_2	K07216	threshold	full	23.23	87.6	1.6e-25	87.4	1.9e-25	hemerythrin
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_845095_3	K07216	threshold	full	23.23	101.0	1.3e-29	100.9	1.4e-29	hemerythrin
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_10	K02481	threshold	full	568.17	583.3	1.5e-175	583.1	1.8e-175	two-component system, NtrC family, response regulator
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_10	K07713	threshold	full	560.63	563.4	1.1e-169	563.2	1.3e-169	two-component system, NtrC family, response regulator HydG
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_10	K07714	threshold	domain	571.53	578.3	3.3e-174	578.1	3.8e-174	two-component system, NtrC family, response regulator AtoC
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_11	K02482	threshold	domain	271.2	285.1	1.7e-85	283.2	6.2e-85	two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_12	K03088	threshold	domain	98.57	136.2	2.7e-40	136.1	2.9e-40	RNA polymerase sigma-70 factor, ECF subfamily
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_14	K06006	threshold	full	44.7	71.7	1.7e-20	71.5	1.9e-20	periplasmic protein CpxP/Spy
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_15	K02406	threshold	full	132.53	212.3	2.9e-63	211.9	3.8e-63	flagellin
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_16	K02066	threshold	full	32.53	242.2	1.8e-72	241.9	2.2e-72	phospholipid/cholesterol/gamma-HCH transport system permease protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_17	K02065	rescued	domain	296.73	289.3	1.1e-86	289.1	1.2e-86	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_19	K00252	threshold	full	505.33	634.5	4.2e-191	634.3	5.1e-191	glutaryl-CoA dehydrogenase [EC:1.3.8.6]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_7	K02823	rescued	full	238.2	206.5	1.1e-61	206.2	1.3e-61	dihydroorotate dehydrogenase electron transfer subunit
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_8	K00266	threshold	domain	539.23	685.6	2.1e-206	685.3	2.5e-206	glutamate synthase (NADPH) small chain [EC:1.4.1.13]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_11	K03832	threshold	domain	33.93	56.3	7.7e-16	56.1	8.9e-16	periplasmic protein TonB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_14	K02397	threshold	full	149.63	153.5	1.4e-45	153.3	1.6e-45	flagellar hook-associated protein 3 FlgL
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_15	K02396	threshold	domain	93.6	338.8	1.8e-101	338.5	2.2e-101	flagellar hook-associated protein 1
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_17	K02398	threshold	domain	24.63	56.5	7.6e-16	56.4	7.7e-16	negative regulator of flagellin synthesis FlgM
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_18	K02395	threshold	domain	27.2	46.1	1.1e-12	46.1	1.1e-12	peptidoglycan hydrolase FlgJ
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_19	K02394	threshold	full	176.23	457.6	1.1e-137	457.5	1.2e-137	flagellar P-ring protein FlgI
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_2	K07106	threshold	domain	178.93	438.1	1.2e-131	437.9	1.5e-131	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_20	K02393	threshold	full	46.87	160.6	6.4e-48	160.5	6.9e-48	flagellar L-ring protein FlgH
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_22	K02392	threshold	full	292.33	337.5	1.5e-101	337.4	1.6e-101	flagellar basal-body rod protein FlgG
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_23	K02391	rescued	full	233.83	217.0	5.8e-65	216.9	6.4e-65	flagellar basal-body rod protein FlgF
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_24	K03409	threshold	domain	53.23	95.0	9.6e-28	94.9	1.1e-27	chemotaxis protein CheX
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_25	K03413	threshold	domain	136.73	156.1	2.4e-46	156.0	2.6e-46	two-component system, chemotaxis family, chemotaxis protein CheY
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_27	K02417	threshold	domain	64.53	114.5	1.3e-33	114.3	1.5e-33	flagellar motor switch protein FliN
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_28	K02416	threshold	domain	87.93	186.3	2.1e-55	186.1	2.4e-55	flagellar motor switch protein FliM
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_29	K02405	threshold	full	185.77	302.6	1.3e-90	302.6	1.3e-90	RNA polymerase sigma factor FliA
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_30	K02400	threshold	full	726.83	825.9	4.7e-249	825.8	5.2e-249	flagellar biosynthesis protein FlhA
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_32	K02421	threshold	full	168.77	179.9	1.2e-53	179.7	1.4e-53	flagellar biosynthesis protein FliR
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_33	K02420	rescued	full	86.3	78.2	7.5e-23	78.1	8e-23	flagellar biosynthesis protein FliQ
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_34	K02419	threshold	full	284.4	293.6	4e-88	293.5	4.3e-88	flagellar biosynthesis protein FliP
